DMED513 Endo Block - Final - C2018 - 20150116 - MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raw MCQ data for group: Class of 2018 Med (7210|4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Question Identifier,Category,Question Type,Correct Response,Weight,Response Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User Identifiers, , , , ,7244,7245,7246,7247,7248,7249,7250,7251,7252,7253,7254,7255,7257,7258,7259,7260,7261,7262,7263,7264,7265,7266,7267,7268,7269,7270,7271,7272,7273,7274,7275,7276,7277,7278,7279,7280,7281,7282,7283,7284,7285,7286,7287,7288,7289,7290,7291,7292,7293,7294,7295,7296,7297,7298,7299,7300,7301,7302,7303,7304,7305,7306,7307,7308,7310,7311,7312,7314,7315,7316,7317,7318,7319,7320,7321,7322,7323,7324,7325,7326,7327,7328,7329,7330,7331,7332,7333,7334,7336,7337,7338,7339,7340,7341,7342,7343,7344,7345,7346,7347,7348,7349,7350,7351,7352,7353,7354,7355,7356,7357,7358,7359,7360,7361,7362,7363,7364,7365,7366,7367,7368,7369,7370,7371,7372,7373,7374,7375,7376,7377,7378,7379,7381,7382,7383,7384,7385,7386,7387,7388,7389,7390,7391,7392,7393,7394,7395,7396,7397,7398,7399,7400,7401,7402,7403,7404,7405
HOMER_QUIZ_1054274,,MULTICHOICE,4,1,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4
HOMER_QUIZ_1054275,,MULTICHOICE,4,1,4,4,4,1,4,3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,1,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,1,4,4,4,1,1,4,4,1,4,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4
HOMER_QUIZ_1054276,,MULTICHOICE,4,1,2,4,4,4,2,2,2,4,4,4,2,4,2,4,4,2,4,2,4,4,2,2,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,4,4,4,2,2,4,4,4,4,4,4,2,4,2,4,4,2,4,2,4,2,4,4,4,4,2,2,4,4,2,4,4,4,2,4,4,2,4,2,4,4,4,4,4,2,2,4,2,2,2,4,4,2,2,4,4,4,2,4,4,4,2,4,2,4,4,3,2,2,2,4,2,4,4,4,2,4,1,4,2,2,4,4,2,4,4,4,2,4,4,2,2,2,4,4,4,2,2,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,4,4,4,4
HOMER_QUIZ_1054277,,MULTICHOICE,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,4,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2
HOMER_QUIZ_1054278,,MULTICHOICE,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,3,1,3,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HOMER_QUIZ_1054280,,MULTICHOICE,4,1,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,1,4,4,2,4,4,1,4,4,4,4,4,4,4,3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,2,4,1,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,4,4,4,4,4,4,4,4,1,4,4,4,2,4,4,4,4,4,4,4,4,4,1,1,4,4,4,4,4
HOMER_QUIZ_1054281,,MULTICHOICE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HOMER_QUIZ_1054282,,MULTICHOICE,1,1,4,1,1,1,3,1,1,4,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1
HOMER_QUIZ_1054283,,MULTICHOICE,3,1,4,4,3,3,3,4,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,1,4,3,3,3,3,3,4,4,2,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,4,3,4,3,4,3,4,3,3,3,1,3,4,3,3,4,3,3,3,4,3,3,3,3,3,3,3,4,3,3,4,4,3,3,3,4,4,3,3,4,4,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3
HOMER_QUIZ_1054284,,MULTICHOICE,3,1,1,1,3,3,3,2,1,3,1,1,3,1,3,1,1,3,1,1,3,2,3,3,3,1,3,1,2,1,3,1,2,2,3,3,3,3,1,1,4,1,3,1,3,1,1,1,1,3,1,4,1,1,1,3,3,1,1,3,1,3,3,1,3,1,1,1,1,1,1,1,1,2,1,3,1,1,1,2,3,1,3,1,1,1,1,3,3,1,3,3,3,3,1,3,3,3,1,3,1,1,1,2,3,1,4,3,3,1,3,3,1,1,3,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,1,1,1,1,3,1,1,1,1,1,1,3,3,1,3,2,2,3,1,3,3,1,1
HOMER_QUIZ_1054285,,MULTICHOICE,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,4,1,2,2,1,2,2,2,1,2,2,3,2,2,2,2,1,2,2,1,1,2,2,2,3,1,2,2,2,2,4,2,1,2,2,1,2,1,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,4,2,0,2,2,2,2,2,1,2,2,1,1,3,1,2,2,2,2,3,2,2,1,2,1,1,2,3,2,4,2,2,4,2,2,2,2,2,2,1
HOMER_QUIZ_1054286,,MULTICHOICE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,3,1
HOMER_QUIZ_1054287,,MULTICHOICE,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
HOMER_QUIZ_1054288,,MULTICHOICE,1,1,4,4,1,4,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,4,4,4,1,1,3,1,1,1,1,1,2,3,1,4,1,1,1,1,1,3,3,1,1,3,4,4,4,1,1,1,1,1,3,4,1,1,1,1,4,1,4,4,4,1,4,4,1,1,2,4,4,4,1,3,3,4,4,1,1,1,4,1,1,4,1,4,4,1,1,1,1,1,4,1,1,4,1,1,1,4,1,1,4,4,4,3,1,3,2,1,1,1,1,3,1,4,1,3,4,4,1,1,1,4,4,1,2,2,1,2,4,4,4,1,4,1,4,1,4,4,4,1,4,4,4,4,1,4,4,1,4,4,4,4,1
HOMER_QUIZ_1054289,,MULTICHOICE,2,1,2,4,4,2,2,2,2,4,4,2,2,2,2,4,2,4,2,2,4,2,2,2,2,2,2,4,2,2,2,2,2,2,1,2,2,2,4,2,4,3,2,2,4,2,2,2,2,2,4,4,2,2,4,2,2,4,4,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,4,4,4,2,4,2,2,4,2,4,4,2,2,2,4,2,4,2,2,4,2,2,2,2,4,2,2,2,3,2,2,4,2,2,2,2,2,2,4,4,2,2,3,2,4,4,2,4,4,2,2,4,4,4,3,2,2,2,2,4,2,2,2,2,2,2,4,2,2,2,2,4,4,2,2,2,4,4,2,2,2,2,2,4
HOMER_QUIZ_1054290,,MULTICHOICE,4,1,1,4,4,4,4,1,2,2,4,2,1,4,2,1,1,4,4,2,4,4,4,4,4,4,4,3,4,4,4,4,1,2,3,1,2,4,2,4,4,4,1,4,4,4,1,4,4,4,4,3,1,4,4,4,4,1,4,4,4,4,4,4,4,1,4,4,4,1,4,3,4,1,1,4,1,1,4,1,2,4,2,4,4,1,2,2,1,3,1,4,4,4,4,4,4,3,4,4,4,3,1,4,4,1,1,3,3,4,4,3,1,4,4,4,3,4,4,2,4,1,4,1,2,4,4,1,4,1,4,4,4,4,4,1,1,4,1,2,4,2,4,1,4,4,3,4,4,3,1,4,4,4,4,4,4,4,4
HOMER_QUIZ_1054291,,MULTICHOICE,4,1,1,4,1,1,4,4,4,4,4,4,1,4,1,1,1,4,1,4,4,1,4,4,2,1,4,1,4,1,4,4,1,4,4,2,4,4,2,1,2,2,3,1,4,1,1,2,4,4,1,4,2,1,4,2,1,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,1,1,4,4,4,4,1,1,4,1,1,2,1,1,4,1,4,1,2,1,2,4,1,1,4,4,1,4,4,4,4,1,1,4,4,4,1,4,4,4,2,1,4,1,4,1,2,2,1,4,1,4,4,4,1,3,2,2,4,4,1,4,4,2,1,1,2,1,2,4,1,1,1,1,1,4,4,4,1,1,4,4,4,4,4,4,4
HOMER_QUIZ_1054292,,MULTICHOICE,2,1,2,2,4,2,2,2,2,2,2,4,2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,2,2,2,2,2,2,3,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,1,2,4,1,2,4,2,2,2,2,2,4,2,4,2,2,2,2,2,2,4,2,2,4,2,2,2,2
HOMER_QUIZ_1054293,,MULTICHOICE,4,1,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4
HOMER_QUIZ_1054294,,MULTICHOICE,3,1,3,3,4,3,3,3,2,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,2,3,3,3,3,3,3,1,3,1,3,3,3,3,3,1,3,3,3,4,3,4,3,4,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,2,4,4,3,3,3,2,4,3,3,3,3,1,3,3,2,3,3,3,3,3,2,3,4,3,3,3,3,3,2,3,3,4,3,3,3,3,3,3,3,1,2,2,3,3,4,4,2,3,3,4,4,3,3,1,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3
HOMER_QUIZ_1054295,,MULTICHOICE,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
