DMED513 Endo Block - Final - C2018 - 20150116 - MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMER_QUIZ_1054296,,MULTICHOICE,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,2,3,2,3,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3
HOMER_QUIZ_1054297,,MULTICHOICE,3,1,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,2,3,3,2,3,3,3,3,3,3,3,2,3,3,3,2,2,2,3,2,3,3,3,3,3,3,2,2,2,3,3,3,2,3,3,3,3,3,3,2,3,2,3,2,3,2,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,3,3,3,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,3,3,2,3,3,3,4,3,3,2,2,2,2,2,3,3,3,3,3,3,2,3,3,2,3,2,3,3,3,2,2
HOMER_QUIZ_1054298,,MULTICHOICE,4,1,4,4,4,3,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,4,4,4,4,3,4,4,4,4,4,1,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4
HOMER_QUIZ_1054299,,MULTICHOICE,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,1,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,1,3,3
HOMER_QUIZ_1054302,,MULTICHOICE,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,3,4,1,1,1,3,1,1,1,1,1,1,4,1,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,4,1,2,1,1,3,1,1,1,1,1
HOMER_QUIZ_1054303,,MULTICHOICE,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4
HOMER_QUIZ_1054304,,MULTICHOICE,2,1,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,2,2,2,2,1,2,2,4,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,4,2,2,4,2,4,2,2,2,2,1,2,2,2,2,2,2,2
HOMER_QUIZ_1054305,,MULTICHOICE,4,1,4,4,4,2,2,1,1,4,4,1,2,4,2,2,2,1,1,2,4,4,4,4,1,1,4,1,4,4,4,4,4,2,1,2,4,2,1,4,4,2,2,4,4,2,4,2,4,2,1,4,2,2,4,2,4,4,4,4,4,2,1,4,2,1,4,4,1,1,4,1,1,1,2,4,2,1,4,2,2,2,4,2,4,1,4,1,4,2,4,1,2,4,2,1,4,2,1,4,4,1,2,2,4,4,2,4,1,4,2,4,4,2,4,1,1,4,2,1,2,4,2,4,4,2,4,2,4,1,2,4,1,4,1,4,4,4,2,2,4,2,2,2,1,1,4,4,1,1,2,1,1,4,4,4,1,4,1
HOMER_QUIZ_1054306,,MULTICHOICE,4,1,4,4,4,4,4,4,4,2,4,1,4,3,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,2,4,4,4,4,4,4,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,1,3,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,1,4,4,4,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
HOMER_QUIZ_1054307,,MULTICHOICE,3,1,2,1,3,3,3,3,2,3,3,3,3,3,3,2,3,2,3,3,2,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,2,2,3,3,3,3,2,3,3,3,3,1,3,3,2,3,3,1,3,3,2,1,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,1,3,3,3,3,2,3,3,3,3,2,3,3,3,3,1,2,3,3,3,3,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3,2,3,3,3,1,3,3,2,3,3,2,3,3,3,3,2,1,3,3,3,3,3,3,3,2,2,3,2,3
HOMER_QUIZ_1054309,,MULTICHOICE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,3,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,4,1,1,1,1,3,1,1
HOMER_QUIZ_1054310,,MULTICHOICE,3,1,4,4,4,4,3,3,4,3,2,4,3,3,3,4,3,1,3,3,3,1,3,3,4,4,3,4,2,3,4,3,4,4,4,3,4,3,4,3,3,3,4,4,3,4,3,4,4,3,4,3,4,1,3,4,4,4,3,4,1,4,4,3,4,3,4,3,4,4,3,4,4,2,4,4,4,4,4,3,3,3,3,3,3,4,4,4,3,3,4,1,4,3,3,1,3,3,4,4,2,3,3,4,2,4,4,3,3,4,1,4,3,4,4,4,4,3,4,4,4,1,4,3,1,3,3,4,3,3,4,3,4,3,4,3,2,4,1,3,3,3,2,4,4,3,4,4,4,4,3,4,3,3,3,4,4,4,4
HOMER_QUIZ_1054311,,MULTICHOICE,2,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,4,2,2,1,2,4,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,1,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2
HOMER_QUIZ_1054312,,MULTICHOICE,3,1,3,3,3,3,3,2,3,3,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,4,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,3,3,3,3,3,3,4,1,3,4,3,3,1,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
HOMER_QUIZ_1054313,,MULTICHOICE,3,1,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3,3,3,2,2,3,2,2,3,3,3,2,3,3,2,1,3,3,2,3,3,2,2,3,3,3,3,3,2,3,2,3,3,3,3,2,3,3,3,3,2,3,3,2,2,3,3,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,3,2,3,3,2,3,3,3,2,2,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,2,4,3,3,3,3,3,4,3,3,3,2,2,3,3
HOMER_QUIZ_1054314,,MULTICHOICE,4,1,4,4,4,3,4,4,4,3,4,4,1,4,3,4,4,4,4,4,3,4,4,4,4,2,4,4,1,4,3,3,4,3,3,1,4,4,3,4,4,4,3,3,4,3,4,3,3,4,3,4,1,4,4,4,3,3,4,4,3,3,4,4,3,3,3,4,4,4,4,3,4,4,4,3,3,4,3,4,4,4,3,4,3,3,1,4,3,4,4,3,4,3,4,3,3,1,3,4,3,4,2,2,3,4,2,3,4,4,3,2,4,4,4,4,3,4,4,4,4,4,3,4,3,4,4,3,3,3,4,4,4,3,4,3,4,3,4,4,1,3,3,3,4,3,4,3,3,4,3,3,4,3,3,4,2,4,4
HOMER_QUIZ_1054315,,MULTICHOICE,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
HOMER_QUIZ_1054316,,MULTICHOICE,1,1,1,1,1,1,1,1,3,1,4,1,1,4,1,1,3,4,1,4,4,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,3,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,4,1,1,1,1,1,4,4,1,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,4
HOMER_QUIZ_1054317,,MULTICHOICE,2,1,2,4,2,2,2,2,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,4,2,2,2,2,1,2,2,2,4,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,4,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,4,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
HOMER_QUIZ_1054318,,MULTICHOICE,3,1,4,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3,3,4,3,3,3,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,4,3,3,3,1,1,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,1,3,3,1,3,3,3,2,3,3,3,3,3,3,3,3,4,3,1,1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,4,3,3,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,3,3,3,3,3,3,3,3,3
HOMER_QUIZ_1054319,,MULTICHOICE,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,2,2,1,2,1,1,4,1,2,2,1,2,2,4,1,4,1,1,1,1,2,2,4,1,1,2,1,2,2,1,1,2,2,1,1,1,1,1,2,4,2,1,1,1,2,1,1,1,1,2,1,4,2,2,1,2,2,1,2,1,2,2,2,1,1,2,1,2,1,1,2,1,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1,2,4,1,1,4,1,1,1,1,1,2,2,1,1,2
HOMER_QUIZ_1054321,,MULTICHOICE,4,1,4,4,2,4,4,4,4,4,4,4,2,4,4,4,2,2,4,4,4,2,2,2,2,4,4,4,4,4,2,2,4,2,4,4,2,2,2,4,2,2,4,4,4,2,4,2,2,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,2,4,2,2,4,4,2,4,4,2,4,4,4,4,2,4,4,4,4,2,4,4,2,4,4,4,4,4,4,4,2,2,4,2,2,2,2,4,4,4,4,4,4,2,4,2,4,4,4,4,4,2,2,4,4,4,4,2,2,4,2,4,4,4,4,4,4,2,4,4,4,2,4,4,4,4,2,4,4,2,4,2,4,4,4,2,2,4,4,2,4,4,2,4,4
HOMER_QUIZ_1054322,,MULTICHOICE,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
HOMER_QUIZ_1054323,,MULTICHOICE,2,1,3,2,2,2,2,2,2,2,4,2,2,3,2,2,2,4,2,2,3,2,2,2,2,3,2,4,3,4,4,2,2,2,2,3,3,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,3,2,2,3,2,2,2,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,3,4,2,1,3,2,4,4,3,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,3,3,3,1,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
HOMER_QUIZ_1054324,,MULTICHOICE,3,1,2,3,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,1,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,1,3,1,2,3,3,2,3,3,3,1
HOMER_QUIZ_1054325,,MULTICHOICE,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,1,2,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,2,4,1,1,2,4,2,1,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,1,4,2,4,1,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,1,4,4,4,1,4,1,2,4,2,4,4,4,4,4,4,4
HOMER_QUIZ_1054326,,MULTICHOICE,3,1,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,1,2,3,1,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3,3,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
HOMER_QUIZ_1054327,,MULTICHOICE,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,3,2,2,4,2
